K,Mean-WC-SSD,STD-WC-SSD
791.0,1842.30544349,16.1604952841
792.0,1845.13335959,14.0275073433
793.0,1838.07292364,14.0193727706
794.0,1840.61404721,13.9505656487
795.0,1841.01642943,15.1028922085
796.0,1840.06101078,16.0378549054
797.0,1834.55699985,17.3650324471
798.0,1832.91671607,16.1950957571
799.0,1830.25722202,20.5588519674
800.0,1831.03594818,19.3475656646
801.0,1834.31398223,19.7458455979
802.0,1827.1919114,17.4333946034
803.0,1827.44743062,19.7393197411
804.0,1836.54935436,19.4820259339
805.0,1829.19240631,15.3184123577
806.0,1823.00924297,18.9229170943
807.0,1824.07832252,13.3390288283
808.0,1818.11860992,16.9208694477
809.0,1825.70939523,18.5719505411
810.0,1821.86603137,22.072807628
811.0,1818.69789248,13.7596792449
812.0,1816.47962212,15.8923489742
813.0,1819.95583622,13.8684648114
814.0,1811.27518685,16.3576885133
815.0,1811.52644027,14.8093868098
816.0,1810.58489182,16.5609858592
817.0,1811.31394493,15.507158152
818.0,1817.39603261,24.5330585182
819.0,1808.61960195,16.0019161111
820.0,1805.24985879,15.5258634872
821.0,1809.54223483,13.5493501575
822.0,1806.73190502,13.7020676854
823.0,1804.99227455,15.8050063271
824.0,1805.05277705,19.7927084789
825.0,1803.71985018,20.2582396805
826.0,1806.61531508,21.4873572889
827.0,1794.76363488,15.5949189575
828.0,1796.42404704,16.2490541857
829.0,1790.92546757,18.0813057183
830.0,1798.34640033,13.6653221339
831.0,1791.18812791,19.3979502257
832.0,1794.3888323,16.7849945696
833.0,1795.54755742,19.4357030842
834.0,1787.55215683,14.0408546138
835.0,1783.31657764,17.8189413315
836.0,1791.5706668,16.5808692695
837.0,1785.2496482,19.5743786649
838.0,1781.59576306,17.0600238115
839.0,1786.54649031,19.9894608104
840.0,1782.13271409,20.5627761934
841.0,1784.01673633,11.675922044
842.0,1783.49529128,19.745385891
843.0,1778.8118731,18.2703053153
844.0,1772.90671943,14.7392419759
845.0,1782.19499419,21.1404005568
846.0,1774.30143818,17.9870384102
847.0,1775.75360786,17.0593177124
848.0,1776.06702161,21.1421585103
849.0,1769.92519158,15.06083589
850.0,1781.0036685,18.9417437844
851.0,1778.98855189,23.9223786476
852.0,1768.74862613,18.9219169627
853.0,1777.47613663,21.2618372018
854.0,1771.30110167,22.3005368696
855.0,1777.44419237,26.4386381138
856.0,1776.81431961,24.1455093375
857.0,1774.11930674,24.9446658368
858.0,1776.87350955,26.0058394203
859.0,1765.73716078,21.5589809353
860.0,1767.27523583,25.8160816909
861.0,1772.69562111,22.2085196577
862.0,1771.42625006,21.8002296733
863.0,1762.04859858,18.2147385597
864.0,1769.35801128,23.4467403029
865.0,1770.55338837,26.3740453205
866.0,1766.92849536,29.2951938986
867.0,1769.89362715,26.1577492113
868.0,1765.90870373,25.6641721452
869.0,1762.70909853,24.3847362259
870.0,1756.75713579,26.1148702623
871.0,1760.26230888,24.6139971978
872.0,1762.58319937,23.440573662
873.0,1758.73461126,21.5499233072
874.0,1753.49462485,23.7991045112
875.0,1751.53481548,25.3097904986
876.0,1758.05428221,22.7686229631
877.0,1752.3694688,27.4036611018
878.0,1755.57000957,22.9844645975
879.0,1756.59126593,26.229858162
880.0,1753.49032048,27.699914011
881.0,1743.28443481,28.6489022303
882.0,1743.5758987,27.7827672795
883.0,1745.80448491,20.7498239614
884.0,1744.11181699,24.4697984811
885.0,1742.71486827,22.8115276972
886.0,1738.69957078,20.2251128503
887.0,1736.32411912,23.5811194383
888.0,1748.16464939,27.7361715098
889.0,1744.10828786,26.2924735821
890.0,1740.35319372,30.3633995926
891.0,1736.64225812,24.590848483
892.0,1738.02143983,22.7563524099
893.0,1738.14969885,26.8354452201
894.0,1736.12894443,23.3056846961
895.0,1733.9798153,26.4931141541
896.0,1730.69414507,27.1752463505
897.0,1735.54732299,19.5171691738
898.0,1727.16664729,27.4925081284
899.0,1728.80557974,22.888810114
