K,WCSSD-Mean,Purity,NMI,Runs
559,2017.43938583,0.460797840655,0.287022044063,15
560,2011.70067252,0.464408605094,0.282123047609,15
561,2016.62935047,0.464508911375,0.280920901694,20
562,2012.21793047,0.460900007934,0.287402092873,20
563,2020.90184721,0.461249153439,0.284821711098,22
564,2010.86967511,0.469272768919,0.285951310778,20
565,2022.09071922,0.468970448873,0.286953081973,18
566,2004.8425301,0.4642157095,0.286838576826,13
567,2011.44508793,0.464779890288,0.286891527242,16
568,2008.72299357,0.462381159993,0.283221851129,14
569,2011.14323844,0.462569293335,0.286639134311,16
570,1998.70204908,0.468390058451,0.283992720227,18
571,2009.8348041,0.472788003436,0.283833174576,16
572,2002.33665381,0.467921137887,0.283610654034,21
573,2000.09653065,0.469283456267,0.286627360532,20
574,1997.43735802,0.464653843442,0.282455256852,13
575,2005.10037042,0.46561593367,0.287472481933,15
576,1999.72680867,0.469302795965,0.286365420091,18
577,1997.47343066,0.466355920632,0.28335387432,16
578,1990.2380067,0.475044007068,0.286487410189,22
579,1993.83204019,0.468251780392,0.286498610598,16
580,1982.87985147,0.484811370214,0.292027687405,21
581,1992.55200576,0.479681842507,0.295796781464,19
582,1990.13664391,0.468778525487,0.284533393939,17
583,1988.20662269,0.474891235356,0.288960499605,14
584,1982.34217341,0.474460408061,0.285184646119,15
585,1987.40307187,0.467609104796,0.288938138132,17
586,1982.92051603,0.47173224359,0.285004748477,23
587,1984.0561204,0.475968888429,0.288388906825,19
588,1995.59204161,0.468228829345,0.285086371859,19
589,1978.86475925,0.480058985242,0.286453074655,13
590,1985.21590713,0.474289259561,0.290197946183,17
591,1981.61721914,0.479114703841,0.288656997376,21
592,1986.35833127,0.470349867263,0.286356819409,19
593,1984.19041574,0.478198080331,0.290787036578,20
594,1986.9229345,0.471229066193,0.287938820117,13
595,1968.25915022,0.485805698135,0.287922040627,15
596,1974.31491165,0.476332210059,0.287257249351,23
597,1980.01116469,0.473814703472,0.285216745068,10
598,1976.46728284,0.477858745292,0.285685179425,20
599,1970.43016545,0.4828246568,0.288096859189,21
600,1959.72625724,0.474979381339,0.283248766185,22
601,1959.73150302,0.482525518374,0.289632056503,19
602,1961.5495938,0.477703237226,0.283018859039,16
603,1967.14980842,0.478797812767,0.286303113617,12
604,1957.51869028,0.482613651765,0.291053375068,15
605,1955.40327327,0.480198151306,0.28739882155,12
606,1962.18965185,0.476920654469,0.289138261425,8
607,1952.00375128,0.47685368249,0.284199936682,11
608,1948.09774668,0.472162737106,0.284121692559,13
609,1951.58357135,0.475014632111,0.28429561726,9
610,1952.45850616,0.487288445046,0.288210822154,6
611,1950.94910145,0.472616944348,0.28253581429,4
612,1950.34172163,0.473396496998,0.287307334463,6
613,1931.40949592,0.47992822522,0.282643403877,3
614,1912.82382661,0.479488652639,0.28393292041,2
615,1957.44040149,0.474525297206,0.288798868728,4
616,1932.2387984,0.481276687804,0.286792035238,4
617,1944.00805207,0.471749567948,0.282020380005,5
619,1939.23265561,0.464627652352,0.27481577469,1
